6;1;34;0;8;8;3;19.5;19.5;18.77;111;1;0;0;0;0;0;0;0;0;;4;12.77;20.77;5;;0;5;0;0;0;5;0;0;5;0;0;2;;Bonus;174;45;0;12.77;;1;0;0;-1;0;1;0;0;1;0;0;0;0.114082;0.2027808
15;0;21;1;4;8;4;11;11;10.53;79;4;10;5;4;0;4;3;3;4;;5;10.53;10.53;4;;6;5;4;5;4;3;3;3;3;3;3;0;;Bonus;183;46;1;10.53;;4;19;14;1;0;1;0;0;0;0;0;1;0.1074977;0.2001982
5;1;29;0;4;8;4;11.5;11.5;10.6;80;3;0;0;0;0;3;0;0;0;;4;10.6;10.6;2;;3;2;0;0;3;0;0;0;0;0;0;0;;Bonus;173;46;0;10.6;;3;0;3;2;0;1;0;0;0;0;1;0;0.1074977;0.2001982
23;0;21;0;2;8;4;12;12;11.29;97;2;0;0;0;0;0;0;0;0;;2;11.79;11.79;3;;6;6;3;4;4;4;3;3;4;2;0;0;;Bonus;191;46;0;11.79;;2;0;0;-1;0;1;0;0;0;1;0;0;0.1074977;0.2001982
21;1;28;1;4;8;4;21.5;21.5;20.91;113;1;0;0;0;0;4;2;0;0;;5;12.91;20.91;6;;0;2;4;0;0;0;0;0;6;0;0;0;;Bonus;189;46;0;12.91;;1;0;6;-1;0;1;0;0;1;0;0;0;0.1074977;0.2001982
7;1;25;0;0;8;5;11.5;11.5;10.03;79;4;0;0;0;0;3;0;0;0;;5;10.53;10.53;4;;0;0;0;0;1;0;0;1;0;1;0;0;;Bonus;175;47;0;10.53;;4;0;3;1;0;1;0;0;0;0;0;1;0.0538244;0.1770063
1;0;29;1;1;8;5;12.5;12.5;11.09;87;3;0;0;0;0;0;0;0;0;;6;11.09;11.09;6;;0;2;0;0;0;0;0;0;0;0;0;0;;Bonus;169;47;0;11.09;;3;0;0;0;0;1;0;0;0;0;1;0;0.0538244;0.1770063
17;1;35;0;8;8;5;11.5;11.5;11.3;90;2;1;0;1;1;5;5;5;5;;6;11.3;11.3;5;;1;5;5;1;1;5;2;0;6;0;0;0;;Bonus;185;47;1;11.3;;2;3;20;1;0;1;0;0;0;1;0;0;0.0538244;0.1770063
4;0;21;1;4;8;5;21;21;19.79;97;1;0;0;0;0;0;0;0;0;;6;11.79;19.79;6;;0;6;0;0;0;6;0;0;6;0;2;0;;Bonus;172;47;0;11.79;;1;0;0;0;0;1;0;0;1;0;0;0;0.0538244;0.1770063
8;1;25;0;4;8;6;11.5;11.5;11.23;89;4;5;3;2;0;5;3;2;2;;6;11.23;11.23;6;;1;5;0;0;3;2;0;1;3;0;0;0;;Bonus;176;48;1;11.23;;4;10;12;0;0;1;0;0;0;0;0;1;0.0726073;0.1786307
3;1;24;1;2;8;6;11.5;11.5;11.36;98;3;0;0;0;0;10;3;3;3;;7;11.86;11.86;7;;0;1;0;0;0;2;0;0;2;0;0;0;;Bonus;171;48;0;11.86;;3;0;19;0;0;1;0;0;0;0;1;0;0.0726073;0.1786307
20;1;21;0;4;8;6;13;13;11.93;99;2;0;0;0;0;3;0;0;0;;4;11.93;11.93;7;;0;2;0;0;0;0;0;0;1;0;0;0;;Bonus;188;48;0;11.93;;2;0;3;-3;0;1;0;0;0;1;0;0;0.0726073;0.1786307
14;0;25;1;1;8;6;22;22;21.26;118;1;0;0;0;0;3;0;0;0;;4;13.26;21.26;6;;0;4;0;0;0;6;0;0;6;0;2;0;;Bonus;182;48;0;13.26;;1;0;3;-2;0;1;0;0;1;0;0;0;0.0726073;0.1786307
11;0;27;1;2;9;1;10.5;10.5;10.46;78;4;6;6;5;0;2;2;1;3;;2;10.46;10.46;2;;3;5;6;5;6;4;3;5;2;5;6;0;;No Bonus;203;49;1;10.46;;4;17;8;0;1;0;0;0;0;0;0;1;0.0891266;0.050527
23;0;22;1;6;9;1;12.5;12.5;10.52;86;3;0;0;0;0;3;3;2;2;;5;11.02;11.02;3;;1;1;0;0;4;3;0;0;3;5;0;0;;No Bonus;215;49;0;11.02;;3;0;10;2;1;0;0;0;0;0;1;0;0.0891266;0.050527
17;0;23;1;6;9;1;13;13;12.35;105;2;0;0;0;0;0;0;0;0;;7;12.35;12.35;6;;0;5;3;0;0;5;0;2;5;0;0;0;;No Bonus;209;49;0;12.35;;2;0;0;1;1;0;0;0;0;1;0;0;0.0891266;0.050527
9;0;28;1;3;9;1;13.5;13.5;12.35;105;1;0;0;0;0;2;2;1;0;;3;12.35;12.35;4;;4;5;5;4;4;5;4;0;2;0;1;0;;No Bonus;201;49;0;12.35;;1;0;5;-1;1;0;0;0;1;0;0;0;0.0891266;0.050527
5;1;21;1;6;9;2;12;12;11.16;88;4;0;0;0;0;3;1;0;1;;6;11.16;11.16;2;;1;6;0;0;3;0;1;5;1;3;0;0;;No Bonus;197;50;0;11.16;;4;0;5;4;1;0;0;0;0;0;0;1;0.0612245;0.0354132
2;0;24;1;7;9;2;13.5;13.5;11.44;92;3;0;0;0;0;0;0;0;0;;5;11.44;11.44;4;;2;5;0;1;4;3;2;1;3;0;0;0;;No Bonus;194;50;0;11.44;;3;0;0;1;1;0;0;0;0;0;1;0;0.0612245;0.0354132
16;1;23;0;6;9;2;14.5;14.5;12.28;104;2;0;0;0;0;0;0;0;0;;5;12.28;12.28;5;;0;2;0;0;0;0;0;0;3;0;0;0;;No Bonus;208;50;0;12.28;;2;0;0;0;1;0;0;0;0;1;0;0;0.0612245;0.0354132
3;0;19;1;2;9;2;14.5;14.5;12.06;108;1;0;0;0;0;0;0;0;0;;4;12.56;12.56;4;;0;2;0;0;0;0;0;0;2;0;0;0;;No Bonus;195;50;0;12.56;;1;0;0;0;1;0;0;0;1;0;0;0;0.0612245;0.0354132
1;0;33;0;10;9;3;9.5;9.5;9.33;69;4;0;0;0;0;4;3;2;1;;4;9.83;9.83;3;;6;6;0;0;5;1;1;4;0;0;0;0.5;;No Bonus;193;51;0;9.83;;4;0;10;1;1;0;0;0;0;0;0;1;0.0854701;0.0446144
12;1;22;0;8;9;3;11;11;9.97;71;3;0;0;0;0;1;1;0;0;;4;9.97;9.97;2;;1;3;0;0;1;2;1;0;2;2;0;0;;No Bonus;204;51;0;9.97;;3;0;2;2;1;0;0;0;0;0;1;0;0.0854701;0.0446144
20;0;29;1;4;9;3;12;12;10.53;79;2;0;0;0;0;2;1;0;0;;5;10.53;10.53;5;;0;2;0;0;2;3;0;0;3;0;0;0;;No Bonus;212;51;0;10.53;;2;0;3;0;1;0;0;0;0;1;0;0;0.0854701;0.0446144
22;0;22;1;2;9;3;13.5;13.5;11.01;93;1;0;0;0;0.5;0;0;0;0;;6;11.51;11.51;7;;3;3;3;4;3;3;3;3;3;3;3;0;;No Bonus;214;51;1;11.51;;1;0.5;0;-1;1;0;0;0;1;0;0;0;0.0854701;0.0446144
21;1;23;0;5;9;4;10.5;10.5;10.17;81;4;2;1;1;0;2;2;2;1;;5;10.67;10.67;2;;3;5;0;0;0;0;0;6;0;0;0;0;;No Bonus;213;52;1;10.67;;4;4;7;3;1;0;0;0;0;0;0;1;0.0346192;0.0187351
24;1;18;1;2;9;4;10.5;10.5;9.67;81;3;0;0;0;0;1;0;0;0;;5;10.67;10.67;5;;0;5;0;0;0;4;0;0;3;0;0;1;;No Bonus;216;52;0;10.67;;3;0;1;0;1;0;0;0;0;0;1;0;0.0346192;0.0187351
13;0;28;0;8;9;4;10.5;10.5;9.81;83;2;0;0;0;0;1;0;0;0;;6;10.81;10.81;6;;0;6;0;0;0;5;0;0;5;0;0;1;;No Bonus;205;52;0;10.81;;2;0;1;0;1;0;0;0;0;1;0;0;0.0346192;0.0187351
8;1;29;0;4;9;4;9.5;9.5;9.44;92;1;0;1;1;1;4;4;4;4;;7;11.44;11.44;7;;0;0;0;0;0;6;0;0;6;0;0;2;;No Bonus;200;52;1;11.44;;1;3;16;0;1;0;0;0;1;0;0;0;0.0346192;0.0187351
6;0;22;1;2;9;5;9.5;9.5;9.05;65;4;0;0;0;0;2;1;1;1;;2;9.55;9.55;3;;5;2;2;1;4;2;3;2;2;6;4;0;;No Bonus;198;53;0;9.55;;4;0;5;-1;1;0;0;0;0;0;0;1;0.0741971;0.038065
4;0;36;1;1;9;5;10.5;10.5;10.04;72;3;0.95;0.53;0;0.55;2;1;2;1;;5;10.04;10.04;5;;0;5;0;0;0;4;0;0;4;0;0;0;;No Bonus;196;53;1;10.04;;3;2.03;6;0;1;0;0;0;0;0;1;0;0.0741971;0.038065
18;0;16;1;2;9;5;11;11;10.53;79;2;0;0;0;0;3;3;2;2;;1;10.53;10.53;1;;2;2;2;2;2;0;0;2;0;0;0;0;;No Bonus;210;53;0;10.53;;2;0;10;0;1;0;0;0;0;1;0;0;0.0741971;0.038065
15;0;25;0;2;9;5;12.5;12.5;10.95;85;1;0;0;0;0;1;0;0;0;;5;10.95;10.95;5;;3;5;2;1;0;5;2;3;6;0;0;0;;No Bonus;207;53;0;10.95;;1;0;1;0;1;0;0;0;1;0;0;0;0.0741971;0.038065
19;0;26;1;14;9;6;11;11;9.61;73;4;0;0;0;0;1;0;0;0;;3;10.11;10.11;2;;1;0;0;0;2;1;1;2;1;1;0;0;;No Bonus;211;54;0;10.11;;4;0;1;1;1;0;0;0;0;0;0;1;0.0654762;0.035386
7;1;29;0;5;9;6;12;12;10.81;83;3;1;1;0;0;1;1;0;0;;5;10.81;10.81;6;;0;2;0;0;0;1;0;1;0;0;0;0;;No Bonus;199;54;1;10.81;;3;2;2;-1;1;0;0;0;0;0;1;0;0.0654762;0.035386
14;1;23;0;7;9;6;11.5;11.5;11.02;86;2;0.58;0;0.81;0.11;3;3;4;1;;5;11.02;11.02;6;;0;4;0;0;2;3;0;0;4;0;0;0;;No Bonus;206;54;1;11.02;;2;1.5;11;-1;1;0;0;0;0;1;0;0;0.0654762;0.035386
10;0;22;0;4;9;6;12.5;12.5;11.58;94;1;0;1;1;0;2;1;1;1;;4;11.58;11.58;5;;0;4;0;0;0;4;1;0;5;0;0;0;;No Bonus;202;54;1;11.58;;1;2;5;-1;1;0;0;0;1;0;0;0;0.0654762;0.035386
14;0;27;1;2;10;1;12;12;9.55;65;4;0;0;0;0;0;0;0;0;;3;9.55;9.55;3;;0;1;0;0;0;0;0;0;0;0;0;0;;No Bonus;230;55;0;9.55;;4;0;0;0;1;0;0;0;0;0;0;1;0.1117647;0.0607306
20;1;20;0;0;10;1;13;13;10.74;82;3;0;0;0;0;0;0;0;0;;2;10.74;10.74;2;;0;5;0;0;0;1;0;0;1;0;0;0;;No Bonus;236;55;0;10.74;;3;0;0;0;1;0;0;0;0;0;1;0;0.1117647;0.0607306
7;0;21;1;2;10;1;12.5;12.5;11.08;94;2;0;0;0;0;2;2;0;0;;7;11.58;11.58;6;;0;2;0;0;0;4;0;2;4;1;0;0;;No Bonus;223;55;0;11.58;;2;0;4;1;1;0;0;0;0;1;0;0;0.1117647;0.0607306
17;0;20;1;2;10;1;14;14;11.93;99;1;0;0;0;0;0;0;0;0;;2;11.93;11.93;4;;4;6;0;0;0;0;0;0;0;2;0;0;;No Bonus;233;55;0;11.93;;1;0;0;-2;1;0;0;0;1;0;0;0;0.1117647;0.0607306
11;0;26;0;6;10;2;13;13;10.74;82;4;0;0;0;0;0;0;0;0;;4;10.74;10.74;4;;0;5;0;0;0;0;0;5;3;5;0;0;;No Bonus;227;56;0;10.74;;4;0;0;0;1;0;0;0;0;0;0;1;0.0634921;0.0361601
24;1;20;1;3;10;2;11.5;11.5;11.08;94;3;0;0;0;0;4;3;3;1;;7;11.58;11.58;7;;0;1;0;0;0;4;0;0;5;0;0;0;;No Bonus;240;56;0;11.58;;3;0;11;0;1;0;0;0;0;0;1;0;0.0634921;0.0361601
18;0;30;1;6;10;2;14;14;11.79;97;2;0;0;0;0;0;0;0;0;;7;11.79;11.79;6;;1;3;0;0;4;5;1;0;5;0;0;0;;No Bonus;234;56;0;11.79;;2;0;0;1;1;0;0;0;0;1;0;0;0.0634921;0.0361601
19;1;19;0;2;10;2;12.5;12.5;12.35;105;1;0;0;0;0;4;4;3;3;;5;12.35;12.35;5;;1;3;0;0;0;4;0;0;4;0;3;0;;No Bonus;235;56;0;12.35;;1;0;14;0;1;0;0;0;1;0;0;0;0.0634921;0.0361601
5;0;20;1;3;10;3;10.5;10.5;9.9;70;4;0;0.5;1;0;0;0.5;1;2;;5;9.9;9.9;5;;0;0;0;0;0;0;0;3;3;3;0;0;;No Bonus;221;57;1;9.9;;4;1.5;3.5;0;1;0;0;0;0;0;0;1;0.1160631;0.0646282
6;0;26;0;4;10;3;11;11;10.38;84;3;0;0;0;0;2;2;1;0;;2;10.88;10.88;2;;0;0;0;0;1;0;0;1;0;0;0;0;;No Bonus;222;57;0;10.88;;3;0;5;0;1;0;0;0;0;0;1;0;0.1160631;0.0646282
3;0;26;1;12;10;3;13.5;13.5;11.86;98;2;0;0;0;0;0;0;0;0;;6;11.86;11.86;6;;2;1;0;0;1;5;1;1;5;0;1;0;;No Bonus;219;57;0;11.86;;2;0;0;0;1;0;0;0;0;1;0;0;0.1160631;0.0646282
12;1;28;1;12;10;3;13.5;13.5;12.49;107;1;0;0;0;0;3;2;1;0;;3;12.49;12.49;4;;0;7;0;0;0;6;0;0;5;0;0;0;;No Bonus;228;57;0;12.49;;1;0;6;-1;1;0;0;0;1;0;0;0;0.1160631;0.0646282
21;0;29;1;10;10;4;12.5;12.5;10.32;76;4;0;0;0;0;0;0;0;0;;3;10.32;10.32;3;;1;3;0;0;0;0;0;0;0;2;0;0;;No Bonus;237;58;0;10.32;;4;0;0;0;1;0;0;0;0;0;0;1;0.0607735;0.0339656
16;0;23;1;10;10;4;11.5;11.5;11.01;93;3;0;0;0;0;2;3;3;1;;3;11.51;11.51;4;;0;2;0;0;0;0;0;0;3;0;0;0;;No Bonus;232;58;0;11.51;;3;0;9;-1;1;0;0;0;0;0;1;0;0.0607735;0.0339656
15;0;25;1;2;10;4;14;14;11.72;96;2;0;0;0;0;0;0;0;0;;6;11.72;11.72;6;;0;1;0;0;0;2;0;0;5;0;0;0;;No Bonus;231;58;0;11.72;;2;0;0;0;1;0;0;0;0;1;0;0;0.0607735;0.0339656
23;0;28;1;7;10;4;13.5;13.5;11.79;97;1;0;0;0;0;0;0;0;1;;6;11.79;11.79;7;;0;6;1;0;0;6;0;0;6;0;0;0;;No Bonus;239;58;0;11.79;;1;0;1;-1;1;0;0;0;1;0;0;0;0.0607735;0.0339656
4;0;20;1;2;10;5;12;12;10.67;81;4;0;0;0;0;1;1;0;0;;6;10.67;10.67;6;;0;4;0;0;2;3;0;1;3;0;0;0;;No Bonus;220;59;0;10.67;;4;0;2;0;1;0;0;0;0;0;0;1;0.0985222;0.0578274
1;0;22;1;6;10;5;13.5;13.5;11.29;97;3;0;0;0;0;0.12;0;0;0;;5;11.79;11.79;3;;1;3;0;0;0;3;0;1;2;0;0;0;;No Bonus;217;59;0;11.79;;3;0;0.12;2;1;0;0;0;0;0;1;0;0.0985222;0.0578274
22;0;29;1;12;10;5;14;14;12.84;112;2;0;0;0;0;1;1;0;0;;5;12.84;12.84;5;;0;3;0;0;0;3;0;0;1;0;0;0;;No Bonus;238;59;0;12.84;;2;0;2;0;1;0;0;0;0;1;0;0;0.0985222;0.0578274
8;1;27;0;1;10;5;14.5;14.5;13.12;116;1;0;0;0;0;4;2;0;0;;4;13.12;13.12;5;;0;5;0;0;0;4;0;0;5;0;2;0;;No Bonus;224;59;0;13.12;;1;0;6;-1;1;0;0;0;1;0;0;0;0.0985222;0.0578274
9;1;22;1;6;10;6;11;11;10.73;89;4;2;2;2;0;5;4;4;4;;6;11.23;11.23;4;;4;4;1;1;3;1;1;1;1;3;1;0;;No Bonus;225;60;1;11.23;;4;6;17;2;1;0;0;0;0;0;0;1;0.0632035;0.0362797
2;0;19;1;3;10;6;9.5;9.5;9.3;90;3;0;0;0;0;6;5;4;4;;3;11.3;11.3;4;;0;0;0;0;0;3;0;0;3;0;0;2;;No Bonus;218;60;0;11.3;;3;0;19;-1;1;0;0;0;0;0;1;0;0.0632035;0.0362797
10;0;22;1;0;10;6;10;10;9.58;94;2;6.41;0;5.65;5.61;6;5;5;5;;4;11.58;11.58;1;;0;4;0;0;0;5;0;0;0;0;0;2;;No Bonus;226;60;1;11.58;;2;17.67;21;3;1;0;0;0;0;1;0;0;0.0632035;0.0362797
13;0;19;1;4;10;6;11;11;10.84;112;1;0;0;0;0;0;0;0;0;;7;12.84;12.84;7;;0;5;0;0;0;5;0;0;5;0;0;2;;No Bonus;229;60;0;12.84;;1;0;0;0;1;0;0;0;1;0;0;0;0.0632035;0.0362797
7;1;22;0;4;11;1;10.5;10.5;9;66;4;0;0;0;0;0;0;0;0;;5;9.62;9.62;2;;0;0;0;0;0;0;0;0;0;0;0;0.62;;Bonus;247;61;0;9.62;;4;0;0;3;0;1;0;0;0;0;0;1;0.1257862;0.2148826
13;0;23;0;4;11;1;10.5;10.5;9;67;3;0;0;0;0;3.5;0;0;0;;2;9.69;9.69;3;;4;0;1;2;5;2;2;4;2;2;0;0.69;;Bonus;253;61;0;9.69;;3;0;3.5;-1;0;1;0;0;0;0;1;0;0.1257862;0.2148826
16;1;23;0;3;11;1;9;9;9;85;2;0;0;0;0;5;2;2;2;;4;10.95;10.95;4;;0;5;0;0;0;0;0;0;0;0;0;1.95;;Bonus;256;61;0;10.95;;2;0;11;0;0;1;0;0;0;1;0;0;0.1257862;0.2148826
17;0;20;1;2;11;1;19.5;19.5;19.5;100;1;0;1.95;0.69;0.62;3;5;3;4;;5;12;20;5;;0;5;0;0;0;5;0;0;4;0;0;0;;Bonus;257;61;1;12;;1;3.26;15;0;0;1;0;0;1;0;0;0;0.1257862;0.2148826
3;0;19;1;1;11;2;10.5;10.5;9.69;67;4;0;0;0;0;5;0;0;0;;4;9.69;9.69;3;;3;6;0;0;3;1;1;1;4;0;0;0;;Bonus;243;62;0;9.69;;4;0;5;1;0;1;0;0;0;0;0;1;0.0869087;0.2000272
20;1;24;1;6;11;2;10.5;10.5;9.83;69;3;0;0;0;0;4;2;2;2;;6;9.83;9.83;5;;1;2;0;0;2;6;0;0;5;0;0;0;;Bonus;260;62;0;9.83;;3;0;10;1;0;1;0;0;0;0;1;0;0.0869087;0.2000272
2;1;20;1;2;11;2;11;11;9.82;76;2;0;0;0;0;6;1;0;0;;4;10.32;10.32;5;;2;5;0;0;2;5;0;0;6;0;0;0;;Bonus;242;62;0;10.32;;2;0;7;-1;0;1;0;0;0;1;0;0;0.0869087;0.2000272
18;0;18;1;2;11;2;19.5;19.5;19.37;91;1;0;2;0.7;3.8;7;4;2;4;;6;11.37;19.37;7;;2;4;0;0;2;5;1;0;6;0;3;0;;Bonus;258;62;1;11.37;;1;6.5;17;-1;0;1;0;0;1;0;0;0;0.0869087;0.2000272
4;0;28;1;1;11;3;9.5;9.5;9.19;67;4;10.45;5.6;5.25;0;4.5;5;4;4;;7;9.69;9.69;6;;1;7;6;0;0;2;4;0;6;3;4;0;;Bonus;244;63;1;9.69;;4;21.3;17.5;1;0;1;0;0;0;0;0;1;0.1471136;0.2202538
12;0;29;1;2;11;3;6;6;5.35;80;3;0;0;0;0;0;0;0;0;;4;10.6;10.6;4;;0;0;0;0;0;2;0;0;2;0;0;5.25;;Bonus;252;63;0;10.6;;3;0;0;0;0;1;0;0;0;0;1;0;0.1471136;0.2202538
15;0;19;0;2;11;3;7;7;6.19;97;2;0;0;0;0;0;0;0;0;;3;11.79;11.79;2;;4;1;0;0;0;1;0;4;2;0;0;5.6;;Bonus;255;63;0;11.79;;2;0;0;1;0;1;0;0;0;1;0;0;0.1471136;0.2202538
11;1;19;1;;11;3;12;12;10.53;114;1;0;0;0;0;5;4;3;0;;4;12.98;20.98;7;;0;6;0;0;0;5;0;0;5;0;0;10.45;;Bonus;251;63;0;12.98;;1;0;12;-3;0;1;0;0;1;0;0;0;0.1471136;0.2202538
5;0;21;1;8;11;4;13;13;10.74;82;4;0;0;0;0;0;0;0;0;;5;10.74;10.74;2;;3;3;3;3;3;3;3;3;3;3;3;0;;Bonus;245;64;0;10.74;;4;0;0;3;0;1;0;0;0;0;0;1;0.085034;0.1863878
19;0;23;0;3;11;4;13;13;11.58;94;3;0;0;0;0;4;2;0;0;;6;11.58;11.58;5;;2;5;0;0;2;5;1;2;5;0;0;0;;Bonus;259;64;0;11.58;;3;0;6;1;0;1;0;0;0;0;1;0;0.085034;0.1863878
14;0;24;0;1;11;4;14;14;11.78;104;2;0;0;0;0;0;0;0;0;;7;12.28;12.28;7;;0;4;0;0;2;3;1;2;3;0;0;0;;Bonus;254;64;0;12.28;;2;0;0;0;0;1;0;0;0;1;0;0;0.085034;0.1863878
10;0;22;1;8;11;4;22;22;20.84;112;1;0;0;0;0;5;2;0;0;;5;12.84;20.84;6;;0;5;0;0;0;1;0;0;5;0;0;0;;Bonus;250;64;0;12.84;;1;0;7;-1;0;1;0;0;1;0;0;0;0.085034;0.1863878
1;1;20;0;2;11;5;9;9;8.64;52;4;0;0;0;0;10.25;5.2;5;4.3;;2;8.64;8.64;1;;2;2;2;2;1;1;1;1;1;1;0;0;;Bonus;241;65;0;8.64;;4;0;24.75;1;0;1;0;0;0;0;0;1;0.1938462;0.2445319
6;1;26;1;4;11;5;10.5;10.5;10.04;72;3;0;0;0;0;10;5;4;3;;4;10.04;10.04;4;;1;1;1;1;2;1;1;3;1;2;0;0;;Bonus;246;65;0;10.04;;3;0;22;0;0;1;0;0;0;0;1;0;0.1938462;0.2445319
8;0;25;0;0;11;5;14;14;11.51;93;2;0;0;0;0;0;0;0;0;;4;11.51;11.51;5;;0;2;0;0;0;0;0;0;0;0;0;0;;Bonus;248;65;0;11.51;;2;0;0;-1;0;1;0;0;0;1;0;0;0.1938462;0.2445319
9;1;22;1;4;11;5;21.5;21.5;20.06;108;1;0;0;0;0;5;1;0;0;;5;12.56;20.56;6;;0;1;0;0;0;6;0;0;6;0;5;0;;Bonus;249;65;0;12.56;;1;0;6;-1;0;1;0;0;1;0;0;0;0.1938462;0.2445319
1;1;32;1;12;12;1;9;9;8.53;67;4;10;6;6;0;10;6;6;5;1;7;10.53;10.53;2;1;5;4;0;0;2;0;0;5;0;0;0;0;;Bonus & Cheating;265;67;1;9.69;9.03;4;22;27;5;0;0;1;0;0;0;0;1;0.1270247;0.2001872
5;1;24;0;5;12;1;6.5;6.5;6;100;3;0;0;0;0;0;0;0;0;0;3;12;12;2;0;2;4;2;3;5;2;2;4;2;1;0;6;;Bonus & Cheating;269;67;0;12;12;3;0;0;1;0;0;1;0;0;0;1;0;0.1270247;0.2001872
3;0;21;1;2;12;1;8;8;6.77;111;2;0;0;0;0;6;2;0;0;0;5;12.77;12.77;5;0.333333;0;2;0;0;0;1;0;0;3;0;1;6;;Bonus & Cheating;267;67;0;12.77;12.77;2;0;8;0;0;0;1;0;0;1;0;0;0.1270247;0.2001872
8;1;21;1;2;12;1;11;11;10.18;113;1;0;0;0;0;0;0;0;0;1;6;13.68;21.68;6;0.333333;0;5;0;0;0;3;0;0;3;0;0;10;;Bonus & Cheating;272;67;0;12.91;20.18;1;0;0;0;0;0;1;0;1;0;0;0;0.1270247;0.2001872
4;0;19;1;2;12;2;11.5;11.5;10.25;75;4;0;0;0;0;6;2;0;0;0;5;10.25;10.25;4;0.666667;5;6;2;4;5;3;4;5;2;3;0;0;;Bonus & Cheating;268;68;0;10.25;10.25;3;0;8;1;0;0;1;0;0;0;0;1;0.0900099;0.200711
6;0;28;1;14;12;2;11.5;11.5;9.66;74;3;0;0;0;0;10;0;0;0;1;6;11.16;11.16;5;1;0;4;0;0;0;4;0;0;4;0;0;0;;Bonus & Cheating;270;68;0;10.18;9.66;4;0;10;1;0;0;1;0;0;0;1;0;0.0900099;0.200711
7;0;23;1;10;12;2;13;13;10.64;87;2;0;0;0;0;0;0;0;0;1;6;12.14;12.14;5;0.666667;4;4;1;3;5;4;5;3;3;0;0;0;;Bonus & Cheating;271;68;0;11.09;10.64;2;0;0;1;0;0;1;0;0;1;0;0;0.0900099;0.200711
2;0;26;1;6;12;2;21;21;18.84;101;1;0;0;0;0;0;0;0;0;1;5;12.84;20.84;6;0.666667;0;5;0;0;0;6;0;0;6;0;2;0;;Bonus & Cheating;266;68;0;12.07;19.34;1;0;0;-1;0;0;1;0;1;0;0;0;0.0900099;0.200711
13;1;23;0;6;12;3;4;4;3.65;63;4;8;1;0;0;7;2;2;2;1;2;10.32;10.32;3;1;4;1;0;0;4;1;3;0;0;2;0;5.17;;Bonus & Cheating;277;69;1;9.41;8.82;4;9;13;-1;0;0;1;0;0;0;0;1;0.1221532;0.1828904
15;0;19;1;1;12;3;4.5;4.5;4.05;73;3;9;5;0;5;8;5;5;5;1;6;10.95;10.95;5;1;2;4;2;1;1;3;1;1;4;3;0;5.4;;Bonus & Cheating;279;69;1;10.11;9.45;3;19;23;1;0;0;1;0;0;0;1;0;0.1221532;0.1828904
16;1;28;1;1;12;3;9.5;9.5;9.23;89;2;9.09;0;5.4;5.17;9.9;5.05;5.48;5.17;1;6;11.23;11.23;6;0.333333;1;3;1;1;3;1;1;1;1;1;2;0;;Bonus & Cheating;280;69;1;11.23;9.73;2;19.66;25.6;0;0;0;1;0;0;1;0;0;0.1221532;0.1828904
12;0;25;0;1;12;3;9.5;9.5;9.2;97;1;0;0;0;0;3;0;0;0;1;5;11.79;19.79;5;0.333333;0;5;0;0;0;3;0;0;3;0;2;9.09;;Bonus & Cheating;276;69;0;11.79;18.29;1;0;3;0;0;0;1;0;1;0;0;0;0.1221532;0.1828904
10;1;21;1;3;12;4;9.5;9.5;8.33;69;4;0;0;0;0;3;2;0;0;1;2;9.83;9.83;2;1;3;2;0;0;1;0;2;0;0;1;0;0;;Bonus & Cheating;274;70;0;9.83;8.33;4;0;5;0;0;0;1;0;0;0;0;1;0.140255;0.2180193
11;0;22;1;1;12;4;9.5;9.5;9.31;83;3;4;4;0;3;4;4;4;3;1;3;10.81;10.81;2;0.333333;1;2;2;2;3;2;2;1;5;4;3;0;;Bonus & Cheating;275;70;1;10.81;9.31;3;11;15;1;0;0;1;0;0;0;1;0;0.140255;0.2180193
9;1;26;1;7;12;4;12;12;10.77;99;2;6;0;0;0;5;1;0;0;1;6;12.77;12.77;6;0.666667;5;1;0;0;0;3;0;0;5;0;0;0;;Bonus & Cheating;273;70;1;11.93;11.27;2;6;6;0;0;0;1;0;0;1;0;0;0.140255;0.2180193
14;1;20;0;0;12;4;15.5;15.5;15.05;115;1;0;0;0;0;4;1;1;0;0;5;13.05;21.05;7;0.666667;0;6;0;0;0;6;0;0;6;0;4;6;;Bonus & Cheating;278;70;0;13.05;21.05;1;0;6;-2;0;0;1;0;1;0;0;0;0.140255;0.2180193
12;0;22;1;5;13;1;11;11;10.6;80;4;0;0;0;0;0;0;0;0;0;3;10.6;10.6;3;0;1;5;1;1;1;1;1;1;1;1;1;0;8;B&C add;300;73;0;10.6;10.6;4;0;0;0;0;0;0;1;0;0;0;1;0.1126651;0.202826
5;1;31;0;12;13;1;11;11;10.84;100;3;8;2;0;0;8;3;2;0;1;6;12.84;12.84;5;1;5;5;4;4;5;3;4;2;2;4;1;0;4;B&C add;293;73;1;12;11.34;3;10;13;1;0;0;0;1;0;0;1;0;0.1126651;0.202826
14;0;26;1;8;13;1;11;11;10.67;131;2;0;0;0;0;0;0;0;0;1;6;14.17;14.17;4;0.333333;6;2;6;6;1;1;6;1;4;1;1;2;5;B&C add;302;73;0;14.17;12.67;1;0;0;2;0;0;0;1;0;1;0;0;0.1126651;0.202826
